,Class_id,document_id,word_id,word_frequency
425,1,4,118,1
426,1,4,98,1
427,1,4,323,0
428,1,4,324,0
429,1,4,325,1
430,1,4,326,0
431,1,4,43,3
432,1,4,327,3
433,1,4,328,0
434,1,4,329,0
435,1,4,330,0
436,1,4,215,0
437,1,4,214,1
438,1,4,331,3
439,1,4,332,0
440,1,4,333,0
441,1,4,334,0
442,1,4,335,1
443,1,4,336,0
444,1,4,337,0
445,1,4,338,0
446,1,4,339,0
447,1,4,340,0
448,1,4,341,0
449,1,4,152,0
450,1,4,64,1
451,1,4,342,1
452,1,4,159,0
453,1,4,343,0
454,1,4,96,4
455,1,4,62,5
456,1,4,344,0
457,1,4,345,0
458,1,4,346,1
459,1,4,347,1
460,1,4,46,6
461,1,4,348,0
462,1,4,349,0
463,1,4,350,1
464,1,4,351,0
465,1,4,352,1
466,1,4,353,1
467,1,4,354,0
468,1,4,355,2
469,1,4,356,0
470,1,4,357,2
471,1,4,358,0
472,1,4,359,0
473,1,4,360,1
474,1,4,361,3
475,1,4,362,0
476,1,4,363,0
477,1,4,364,1
478,1,4,190,0
479,1,4,365,1
480,1,4,366,0
481,1,4,44,0
482,1,4,367,0
483,1,4,79,1
484,1,4,368,1
485,1,4,369,1
486,1,4,370,0
487,1,4,371,0
488,1,4,372,0
489,1,4,373,0
490,1,4,374,0
491,1,4,375,0
492,1,4,113,0
493,1,4,376,0
494,1,4,191,0
495,1,4,377,0
496,1,4,7,0
497,1,4,378,0
498,1,4,379,0
499,1,4,217,0
500,1,4,380,0
501,1,4,70,1
502,1,4,381,0
503,1,4,382,3
504,1,4,383,0
505,1,4,384,0
506,1,4,385,0
507,1,4,386,0
508,1,4,137,1
509,1,4,387,1
510,1,4,388,0
511,1,4,40,1
512,1,4,389,0
513,1,4,78,0
514,1,4,390,0
515,1,4,207,0
516,1,4,391,0
517,1,4,392,0
518,1,4,122,0
519,1,4,5,0
520,1,4,393,0
521,1,4,394,0
522,1,4,395,0
523,1,4,396,0
524,1,4,16,1
525,1,4,397,0
526,1,4,12,0
527,1,4,398,0
528,1,4,399,0
529,1,4,400,0
530,1,4,401,0
531,1,4,402,0
532,1,4,403,0
533,1,4,404,0
534,1,4,405,0
535,1,4,196,0
536,1,4,61,0
537,1,4,180,1
538,1,4,406,0
539,1,4,407,2
540,1,4,408,0
541,1,4,409,0
542,1,4,410,1
543,1,4,411,0
544,1,4,412,0
545,1,4,413,0
546,1,4,414,0
547,1,4,415,0
548,1,4,416,0
549,1,4,417,0
550,1,4,418,0
551,1,4,111,1
552,1,4,419,0
553,1,4,420,0
554,1,4,421,0
555,1,4,422,1
556,1,4,39,0
557,1,4,423,0
558,1,4,244,1
559,1,4,424,0
560,1,4,425,0
561,1,4,426,0
562,1,4,427,0
563,1,4,428,0
564,1,4,429,0
565,1,4,430,0
566,1,4,238,0
567,1,4,431,0
568,1,4,163,0
569,1,4,164,0
570,1,4,432,0
571,1,4,433,0
572,1,4,434,0
573,1,4,435,0
574,1,4,41,0
575,1,4,436,0
576,1,4,189,0
577,1,4,437,0
578,1,4,438,0
579,1,4,439,0
580,1,4,440,1
581,1,4,441,0
582,1,4,442,0
583,1,4,443,0
584,1,4,444,0
585,1,4,445,0
586,1,4,446,0
587,1,4,447,0
588,1,4,448,0
589,1,4,14,0
590,1,4,449,0
591,1,4,450,0
592,1,4,451,0
593,1,4,452,0
594,1,4,453,0
595,1,4,49,0
596,1,4,454,0
597,1,4,455,0
598,1,4,456,0
599,1,4,457,0
600,1,4,458,0
601,1,4,459,0
602,1,4,460,0
603,1,4,141,0
604,1,4,181,0
605,1,4,461,0
606,1,5,462,5
607,1,5,463,3
608,1,5,464,1
609,1,5,96,2
610,1,5,465,0
611,1,5,243,7
612,1,5,456,0
613,1,5,6,3
614,1,5,21,19
615,1,5,466,2
616,1,5,4,15
617,1,5,467,1
618,1,5,468,1
619,1,5,70,3
620,1,5,469,1
621,1,5,35,2
622,1,5,470,0
623,1,5,155,0
624,1,5,156,1
625,1,5,157,0
626,1,5,41,3
627,1,5,471,0
628,1,5,43,0
629,1,5,24,3
630,1,5,472,0
631,1,5,473,0
632,1,5,474,0
633,1,5,475,5
634,1,5,331,1
635,1,5,476,0
636,1,5,477,3
637,1,5,478,0
638,1,5,479,0
639,1,5,323,0
640,1,5,480,0
641,1,5,361,1
642,1,5,481,1
643,1,5,482,1
644,1,5,483,0
645,1,5,484,1
646,1,5,162,0
647,1,5,485,1
648,1,5,67,0
649,1,5,119,0
650,1,5,486,0
651,1,5,141,3
652,1,5,161,2
653,1,5,231,2
654,1,5,63,1
655,1,5,412,0
656,1,5,487,0
657,1,5,488,0
658,1,5,210,0
659,1,5,222,1
660,1,5,46,2
661,1,5,244,2
662,1,5,245,2
663,1,5,34,1
664,1,5,241,0
665,1,5,489,0
666,1,5,490,2
667,1,5,20,0
668,1,5,491,0
669,1,5,61,1
670,1,5,492,0
671,1,5,82,2
672,1,5,86,5
673,1,5,493,0
674,1,5,494,0
675,1,5,495,1
676,1,5,240,0
677,1,5,421,0
678,1,5,496,2
679,1,5,497,1
680,1,5,18,4
681,1,5,154,0
682,1,5,498,0
683,1,5,499,1
684,1,5,11,4
685,1,5,189,3
686,1,5,500,0
687,1,5,220,2
688,1,5,501,1
689,1,5,143,1
690,1,5,502,0
691,1,5,133,0
692,1,5,503,0
693,1,5,102,1
694,1,5,145,1
695,1,5,238,0
696,1,5,40,0
697,1,5,85,2
698,1,5,504,0
699,1,5,505,0
700,1,5,506,0
701,1,5,507,0
702,1,5,55,0
703,1,5,508,0
704,1,5,509,0
705,1,5,510,0
706,1,5,355,0
707,1,5,511,1
708,1,5,197,1
709,1,5,51,0
710,1,5,512,0
711,1,5,513,0
712,1,5,514,0
713,1,5,515,0
714,1,5,516,0
715,1,5,30,1
716,1,5,319,0
717,1,5,517,0
718,1,5,518,0
719,1,5,519,0
720,1,5,408,0
721,1,5,520,0
722,1,5,521,0
723,1,5,522,0
724,1,5,523,0
725,1,5,524,0
726,1,5,418,0
727,1,5,525,0
728,1,5,526,0
729,1,5,527,0
730,1,5,83,0
731,1,5,528,0
732,1,5,529,0
733,1,5,530,1
734,1,5,531,0
735,1,5,532,0
736,1,5,451,0
737,1,5,215,1
738,1,5,533,0
739,1,5,216,0
740,1,5,534,0
741,1,5,208,0
742,1,5,535,0
743,1,5,266,0
744,1,5,536,0
745,1,5,206,0
746,1,5,120,1
747,1,5,209,0
748,1,5,537,0
749,1,5,62,0
750,1,5,538,0
751,1,5,39,0
752,1,5,539,0
753,1,5,540,0
754,1,5,172,0
755,1,6,541,2
756,1,6,542,0
757,1,6,543,2
758,1,6,96,4
759,1,6,544,3
760,1,6,6,2
761,1,6,425,0
762,1,6,206,2
763,1,6,222,2
764,1,6,395,1
765,1,6,40,2
766,1,6,161,1
767,1,6,545,0
768,1,6,86,1
769,1,6,21,22
770,1,6,447,0
771,1,6,546,0
772,1,6,3,0
773,1,6,159,1
774,1,6,461,0
775,1,6,210,0
776,1,6,547,2
777,1,6,548,0
778,1,6,549,0
779,1,6,361,3
780,1,6,550,0
781,1,6,38,2
782,1,6,24,10
783,1,6,62,2
784,1,6,11,5
785,1,6,229,1
786,1,6,368,5
787,1,6,18,12
788,1,6,157,2
789,1,6,155,2
790,1,6,35,2
791,1,6,353,0
792,1,6,551,0
793,1,6,89,1
794,1,6,501,0
795,1,6,143,1
796,1,6,536,0
797,1,6,340,0
798,1,6,552,0
799,1,6,162,0
800,1,6,553,0
801,1,6,554,0
802,1,6,79,0
803,1,6,4,2
804,1,6,355,1
805,1,6,555,0
806,1,6,246,1
807,1,6,556,0
808,1,6,65,0
809,1,6,557,1
810,1,6,154,1
811,1,6,558,1
812,1,6,337,0
813,1,6,559,0
814,1,6,12,1
815,1,6,70,3
816,1,6,560,0
817,1,6,561,0
818,1,6,562,0
819,1,6,563,0
820,1,6,564,0
821,1,6,565,1
822,1,6,566,0
823,1,6,498,0
824,1,6,30,2
825,1,6,567,1
826,1,6,270,0
827,1,6,568,0
828,1,6,422,0
829,1,6,569,0
830,1,6,421,1
831,1,6,570,2
832,1,6,571,0
833,1,6,311,0
834,1,6,220,2
835,1,6,332,0
836,1,6,572,1
837,1,6,48,2
838,1,6,141,1
839,1,6,383,0
840,1,6,573,0
841,1,6,574,0
842,1,6,575,0
843,1,6,61,0
844,1,6,13,0
845,1,6,213,0
846,1,6,403,0
847,1,6,576,0
848,1,6,577,0
849,1,6,578,0
850,1,6,238,0
851,1,6,579,0
852,1,6,142,0
853,1,6,580,0
854,1,6,63,0
855,1,6,581,0
856,1,6,582,1
857,1,6,583,0
858,1,6,584,0
859,1,6,585,0
860,1,6,586,0
861,1,6,201,0
862,1,6,587,0
863,1,6,218,0
864,1,6,588,0
865,1,6,504,0
866,1,6,240,0
867,1,6,589,0
868,1,6,590,0
869,1,6,85,0
870,1,6,462,0
871,1,6,163,0
872,1,6,591,0
873,1,6,592,0
874,1,6,593,0
875,1,6,594,0
876,1,6,370,0
877,1,6,595,0
878,1,6,596,2
879,1,6,122,0
880,1,6,145,0
881,1,6,488,0
882,1,6,597,0
883,1,6,264,0
884,1,6,377,0
885,1,6,34,2
886,1,6,64,0
887,1,6,598,0
888,1,6,599,0
889,1,6,106,0
890,1,6,600,0
891,1,6,601,0
892,1,6,602,1
893,1,6,603,0
894,1,6,224,0
895,1,6,287,0
896,1,6,438,0
897,1,6,46,0
898,1,6,604,1
899,1,6,339,0
900,1,6,58,0
901,1,6,417,0
902,1,6,426,0
903,1,6,250,0
904,1,6,605,0
905,1,6,365,0
906,1,6,56,1
907,1,6,197,0
908,1,6,539,0
909,1,6,181,0
910,1,6,102,0
911,1,6,382,0
912,1,6,606,0
913,1,6,607,0
914,1,6,608,0
915,1,7,609,5
916,1,7,89,1
917,1,7,610,0
918,1,7,611,3
919,1,7,6,2
920,1,7,18,14
921,1,7,317,0
922,1,7,612,0
923,1,7,24,9
924,1,7,613,0
925,1,7,614,2
926,1,7,615,0
927,1,7,616,0
928,1,7,9,3
929,1,7,432,1
930,1,7,617,3
931,1,7,86,2
932,1,7,618,0
933,1,7,619,0
934,1,7,568,1
935,1,7,620,0
936,1,7,216,2
937,1,7,621,0
938,1,7,622,0
939,1,7,623,3
940,1,7,145,2
941,1,7,70,0
942,1,7,624,0
943,1,7,625,0
944,1,7,195,6
945,1,7,340,0
946,1,7,626,0
947,1,7,11,5
948,1,7,627,1
949,1,7,319,0
950,1,7,175,0
951,1,7,21,21
952,1,7,628,0
953,1,7,629,0
954,1,7,125,0
955,1,7,630,0
956,1,7,631,0
957,1,7,215,0
958,1,7,632,0
959,1,7,633,0
960,1,7,43,5
961,1,7,634,1
962,1,7,96,1
963,1,7,635,1
964,1,7,636,0
965,1,7,85,1
966,1,7,377,0
967,1,7,34,1
968,1,7,637,0
969,1,7,638,0
970,1,7,33,0
971,1,7,639,1
972,1,7,640,0
973,1,7,189,4
974,1,7,365,1
975,1,7,82,1
976,1,7,218,0
977,1,7,641,0
978,1,7,642,0
979,1,7,332,1
980,1,7,137,0
981,1,7,56,0
982,1,7,177,0
983,1,7,643,0
984,1,7,644,1
985,1,7,645,0
986,1,7,646,0
987,1,7,647,0
988,1,7,648,0
989,1,7,206,0
990,1,7,649,0
991,1,7,95,0
992,1,7,650,0
993,1,7,651,0
994,1,7,652,0
995,1,7,653,0
996,1,7,654,0
997,1,7,98,0
998,1,7,655,0
999,1,7,84,1
1000,1,7,46,2
1001,1,7,486,0
1002,1,7,656,0
1003,1,7,529,0
1004,1,7,657,0
1005,1,7,62,0
1006,1,7,658,0
1007,1,7,553,0
1008,1,7,514,0
1009,1,7,659,0
1010,1,7,87,0
1011,1,7,197,0
1012,1,7,660,0
1013,1,7,661,0
1014,1,7,210,0
1015,1,7,211,0
1016,1,7,388,0
1017,1,7,564,0
1018,1,7,662,0
1019,1,7,663,0
1020,1,7,61,0
1021,1,7,492,0
1022,1,7,664,0
1023,1,7,665,0
1024,1,7,4,4
1025,1,7,314,0
1026,1,7,666,0
1027,1,7,571,0
1028,1,7,60,1
1029,1,7,254,1
1030,1,7,328,0
1031,1,7,667,0
1032,1,7,668,0
1033,1,7,337,0
1034,1,7,669,0
1035,1,7,107,0
1036,1,7,304,1
1037,1,7,308,0
1038,1,7,670,1
1039,1,7,301,0
1040,1,7,671,0
1041,1,7,672,0
1042,1,7,673,0
1043,1,7,447,0
1044,1,7,674,0
1045,1,7,350,0
1046,1,7,675,0
1047,1,7,676,0
1048,1,7,30,0
1049,1,7,677,0
1050,1,7,678,0
1051,1,7,48,0
1052,1,7,55,0
1053,1,7,602,0
1054,1,7,679,0
1055,1,7,680,0
1056,1,7,41,0
1057,1,7,681,0
1058,1,7,201,0
1059,1,7,682,0
1060,1,7,683,0
1061,1,7,305,0
1062,1,7,684,0
1063,1,7,72,0
1064,1,7,99,0
1065,1,7,58,0
1066,1,7,361,1
1067,1,7,685,0
1068,1,7,686,0
1069,1,7,687,0
1070,1,7,688,0
1071,1,7,689,0
1072,1,8,690,6
1073,1,8,467,0
1074,1,8,691,0
1075,1,8,673,0
1076,1,8,70,4
1077,1,8,133,2
1078,1,8,6,1
1079,1,8,305,0
1080,1,8,4,12
1081,1,8,692,0
1082,1,8,21,14
1083,1,8,220,2
1084,1,8,368,1
1085,1,8,693,0
1086,1,8,43,0
1087,1,8,694,0
1088,1,8,695,1
1089,1,8,87,0
1090,1,8,226,1
1091,1,8,159,0
1092,1,8,605,0
1093,1,8,696,0
1094,1,8,697,0
1095,1,8,20,0
1096,1,8,698,0
1097,1,8,34,1
1098,1,8,384,0
1099,1,8,155,0
1100,1,8,156,1
1101,1,8,62,4
1102,1,8,699,0
1103,1,8,201,0
1104,1,8,504,0
1105,1,8,86,2
1106,1,8,700,1
1107,1,8,423,1
1108,1,8,495,1
1109,1,8,350,0
1110,1,8,701,0
1111,1,8,257,1
1112,1,8,377,0
1113,1,8,56,0
1114,1,8,316,0
1115,1,8,702,0
1116,1,8,703,0
1117,1,8,704,0
1118,1,8,197,2
1119,1,8,705,0
1120,1,8,706,0
1121,1,8,462,0
1122,1,8,707,0
1123,1,8,222,3
1124,1,8,11,5
1125,1,8,117,0
1126,1,8,35,2
1127,1,8,18,7
1128,1,8,708,1
1129,1,8,709,0
1130,1,8,46,1
1131,1,8,710,0
1132,1,8,556,0
1133,1,8,206,1
1134,1,8,39,1
1135,1,8,40,1
1136,1,8,711,0
1137,1,8,169,0
1138,1,8,24,6
1139,1,8,9,3
1140,1,8,142,1
1141,1,8,712,0
1142,1,8,713,0
1143,1,8,96,2
1144,1,8,714,0
1145,1,8,260,0
1146,1,8,601,0
1147,1,8,715,2
1148,1,8,716,0
1149,1,8,48,0
1150,1,8,717,0
1151,1,8,361,3
1152,1,8,293,0
1153,1,8,137,1
1154,1,8,285,1
1155,1,8,718,0
1156,1,8,719,0
1157,1,8,107,0
1158,1,8,720,0
1159,1,8,721,0
1160,1,8,722,0
1161,1,8,118,0
1162,1,8,723,0
1163,1,8,724,0
1164,1,8,725,0
1165,1,8,82,0
1166,1,8,726,0
1167,1,8,727,0
1168,1,8,209,0
1169,1,8,355,0
1170,1,8,728,0
1171,1,8,588,1
1172,1,8,729,0
1173,1,8,243,1
1174,1,8,730,0
1175,1,8,731,1
1176,1,8,732,0
1177,1,8,422,0
1178,1,8,733,1
1179,1,8,734,0
1180,1,8,581,0
1181,1,8,570,0
1182,1,8,216,1
1183,1,8,735,0
1184,1,8,102,0
1185,1,8,736,0
1186,1,8,737,0
1187,1,8,738,0
1188,1,8,739,0
1189,1,8,254,0
1190,1,8,740,0
1191,1,8,741,0
1192,1,8,212,0
1193,1,8,742,0
1194,1,8,414,0
1195,1,8,619,0
1196,1,8,55,0
1197,1,8,67,0
1198,1,8,743,0
1199,1,8,744,0
1200,1,8,351,0
1201,1,8,170,0
1202,1,8,745,0
1203,1,8,541,0
1204,1,8,547,0
1205,1,8,746,0
1206,1,8,747,0
1207,1,8,748,0
1208,1,8,749,0
1209,1,8,750,0
1210,1,8,490,0
1211,1,8,751,0
1212,1,8,752,0
1213,1,8,551,0
1214,1,8,89,0
1215,1,8,221,0
1216,1,8,753,0
1217,1,9,754,4
1218,1,9,755,1
1219,1,9,756,1
1220,1,9,24,3
1221,1,9,757,0
1222,1,9,6,3
1223,1,9,9,3
1224,1,9,758,0
1225,1,9,18,5
1226,1,9,759,0
1227,1,9,96,2
1228,1,9,58,3
1229,1,9,760,1
1230,1,9,125,2
1231,1,9,761,5
1232,1,9,30,1
1233,1,9,685,1
1234,1,9,762,0
1235,1,9,763,0
1236,1,9,764,0
1237,1,9,20,1
1238,1,9,140,0
1239,1,9,21,13
1240,1,9,213,0
1241,1,9,216,1
1242,1,9,161,0
1243,1,9,4,8
1244,1,9,765,2
1245,1,9,70,2
1246,1,9,766,0
1247,1,9,767,0
1248,1,9,768,0
1249,1,9,162,0
1250,1,9,769,0
1251,1,9,593,0
1252,1,9,207,0
1253,1,9,41,0
1254,1,9,770,0
1255,1,9,197,1
1256,1,9,246,0
1257,1,9,368,0
1258,1,9,771,2
1259,1,9,772,1
1260,1,9,102,0
1261,1,9,206,4
1262,1,9,773,1
1263,1,9,395,0
1264,1,9,613,3
1265,1,9,774,0
1266,1,9,135,0
1267,1,9,775,3
1268,1,9,632,0
1269,1,9,776,0
1270,1,9,43,1
1271,1,9,372,0
1272,1,9,777,2
1273,1,9,155,0
1274,1,9,156,0
1275,1,9,62,0
1276,1,9,778,1
1277,1,9,779,0
1278,1,9,72,1
1279,1,9,11,5
1280,1,9,559,0
1281,1,9,331,1
1282,1,9,780,0
1283,1,9,118,0
1284,1,9,781,1
1285,1,9,403,0
1286,1,9,782,0
1287,1,9,783,1
1288,1,9,49,0
1289,1,9,55,6
1290,1,9,784,0
1291,1,9,785,0
1292,1,9,86,1
1293,1,9,786,0
1294,1,9,233,0
1295,1,9,423,0
1296,1,9,46,7
1297,1,9,490,0
1298,1,9,5,0
1299,1,9,787,0
1300,1,9,788,1
1301,1,9,321,1
1302,1,9,789,0
1303,1,9,790,0
1304,1,9,84,2
1305,1,9,791,0
1306,1,9,792,0
1307,1,9,793,0
1308,1,9,328,0
1309,1,9,217,0
1310,1,9,196,0
1311,1,9,615,0
1312,1,9,794,0
1313,1,9,795,0
1314,1,9,387,0
1315,1,9,624,0
1316,1,9,796,0
1317,1,9,210,0
1318,1,9,355,0
1319,1,9,797,0
1320,1,9,618,0
1321,1,9,174,0
1322,1,9,798,0
1323,1,9,143,1
1324,1,9,799,0
1325,1,9,800,0
1326,1,9,75,0
1327,1,9,801,0
1328,1,9,729,0
1329,1,9,802,0
1330,1,9,803,0
1331,1,9,748,1
1332,1,9,682,0
1333,1,9,611,0
1334,1,9,804,0
1335,1,9,91,0
1336,1,9,467,0
1337,1,9,805,0
1338,1,9,806,0
1339,1,9,807,0
1340,1,9,808,0
1341,1,9,358,0
1342,1,9,809,0
1343,1,9,13,0
1344,1,9,810,0
1345,1,9,425,0
1346,1,9,501,0
1347,1,9,811,0
1348,1,9,388,0
1349,1,9,157,0
1350,1,9,538,0
1351,1,9,335,0
1352,1,9,179,0
1353,1,9,545,0
1354,1,9,812,0
1355,1,9,813,0
1356,1,9,814,0
1357,1,9,815,0
1358,1,9,111,1
1359,1,9,816,0
